excel_row,source_code,proquest_no_result_reason,description
5116,82-J1008-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
5117,82-J1025-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
5120,82-Jjato-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5121,82-Jjato-t.10,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5122,82-Jjato-t.11,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5123,82-Jjato-t.2,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5124,82-Jjato-t.20,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5125,82-Jjato-t.28,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5126,82-Jjato-t.3,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5127,82-Jjato-t.30,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5128,82-Jjato-t.4,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5129,82-Jjato-t.5,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5130,82-Jjato-t.6,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5131,82-Jjato-t.9,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5189,82-S321-14,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5190,82-S321-15,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5207,82-S361-14,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5240,82-Ssfo-t.46,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5241,82-Ssfo-t.50,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5242,82-Ssinf-t.40,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5243,82-Ssini-t.36,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5244,82-Ssini-t.38,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5245,82-Ssini-t.46,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5246,82-Sssm-t.20,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5284,83-H1494-1,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5294,83-H241-28,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5296,83-H341-58,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5317,83-H361-42,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5384,83-H641-9,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5387,83-H701-16,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5395,83-H701-45,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5406,83-H721-24,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
5408,83-Hhag-t.2,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5409,83-Hhj-t.121,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5410,83-Hhlni-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5411,83-Hhlni-t.102,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5412,83-Hhlni-t.103,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5413,83-Hhlni-t.108,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5414,83-Hhlni-t.109,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5415,83-Hhlni-t.121,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5416,83-Hhlni-t.122,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5417,83-Hhlni-t.123,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5418,83-Hhlni-t.124,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5419,83-Hhlni-t.130,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5420,83-Hhlni-t.131,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5421,83-Hhlni-t.134,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5422,83-Hhlni-t.155,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5423,83-Hhlni-t.156,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5424,83-Hhlni-t.16,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5425,83-Hhlni-t.162,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5426,83-Hhlni-t.163,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5427,83-Hhlni-t.164,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5428,83-Hhlni-t.166,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5429,83-Hhlni-t.175,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5430,83-Hhlni-t.181,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5431,83-Hhlni-t.189,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5432,83-Hhlni-t.194,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5433,83-Hhlni-t.198,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5434,83-Hhlni-t.199,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5435,83-Hhlni-t.200,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5436,83-Hhlni-t.202,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5437,83-Hhlni-t.213,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5438,83-Hhlni-t.216,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5439,83-Hhlni-t.218,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5440,83-Hhlni-t.219,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5441,83-Hhlni-t.220,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5442,83-Hhlni-t.226,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5443,83-Hhlni-t.231,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5444,83-Hhlni-t.232,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5445,83-Hhlni-t.244,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5446,83-Hhlni-t.245,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5447,83-Hhlni-t.250,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5448,83-Hhlni-t.259,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5449,83-Hhlni-t.260,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5450,83-Hhlni-t.262,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5451,83-Hhlni-t.269,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5452,83-Hhlni-t.280,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5453,83-Hhlni-t.285,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5454,83-Hhlni-t.286,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
5455,83-Hhlni-t.287,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
